"CountryName"	"CountryCode"	"Adolescent fertility rate (births per 1,000 women ages 15-19)"	"Age dependency ratio (% of working-age population)"	"Age dependency ratio, old (% of working-age population)"	"Age dependency ratio, young (% of working-age population)"	"Business extent of disclosure index (0=less disclosure to 10=more disclosure)"	"Cost of business start-up procedures (% of GNI per capita)"	"Cost to export (US$ per container)"	"Cost to import (US$ per container)"	"Depth of credit information index (0=low to 8=high)"	"Diabetes prevalence (% of population ages 20 to 79)"	"Distance to frontier score (0=lowest performance to 100=frontier)"	"Documents to export (number)"	"Documents to import (number)"	"Ease of doing business index (1=most business-friendly regulations)"	"Fixed broadband subscriptions"	"Fixed telephone subscriptions"	"Fixed telephone subscriptions (per 100 people)"	"Foreign direct investment, net inflows (% of GDP)"	"Foreign direct investment, net inflows (BoP, current US$)"	"GDP at market prices (current US$)"	"GDP growth (annual %)"	"GDP per capita (current US$)"	"GDP per capita growth (annual %)"	"Immunization, DPT (% of children ages 12-23 months)"	"Immunization, measles (% of children ages 12-23 months)"	"Improved sanitation facilities (% of population with access)"	"Improved sanitation facilities, rural (% of rural population with access)"	"Improved sanitation facilities, urban (% of urban population with access)"	"Improved water source (% of population with access)"	"Improved water source, rural (% of rural population with access)"	"Improved water source, urban (% of urban population with access)"	"Incidence of tuberculosis (per 100,000 people)"	"Internet users (per 100 people)"	"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)"	"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)"	"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)"	"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)"	"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)"	"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)"	"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)"	"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)"	"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)"	"Labor force, female (% of total labor force)"	"Labor force, total"	"Land area (sq. km)"	"Lifetime risk of maternal death (%)"	"Lifetime risk of maternal death (1 in: rate varies by country)"	"Maternal mortality ratio (modeled estimate, per 100,000 live births)"	"Merchandise exports (current US$)"	"Merchandise exports by the reporting economy (current US$)"	"Merchandise exports by the reporting economy, residual (% of total merchandise exports)"	"Merchandise exports to high-income economies (% of total merchandise exports)"	"Merchandise imports (current US$)"	"Merchandise imports by the reporting economy (current US$)"	"Merchandise imports by the reporting economy, residual (% of total merchandise imports)"	"Merchandise imports from high-income economies (% of total merchandise imports)"	"Mobile cellular subscriptions"	"Mobile cellular subscriptions (per 100 people)"	"Mortality rate, infant (per 1,000 live births)"	"Mortality rate, neonatal (per 1,000 live births)"	"Mortality rate, under-5 (per 1,000)"	"Number of maternal deaths"	"Population ages 65 and above (% of total)"	"Population density (people per sq. km of land area)"	"Population growth (annual %)"	"Population, ages 0-14 (% of total)"	"Population, ages 15-64 (% of total)"	"Population, female (% of total)"	"Population, total"	"Private credit bureau coverage (% of adults)"	"Procedures to build a warehouse (number)"	"Procedures to register property (number)"	"Proportion of seats held by women in national parliaments (%)"	"Public credit registry coverage (% of adults)"	"Ratio of female to male labor force participation rate (%) (modeled ILO estimate)"	"Refugee population by country or territory of asylum"	"Refugee population by country or territory of origin"	"Rural population"	"Rural population (% of total population)"	"Rural population growth (annual %)"	"Secure Internet servers"	"Secure Internet servers (per 1 million people)"	"Start-up procedures to register a business (number)"	"Strength of legal rights index (0=weak to 12=strong)"	"Surface area (sq. km)"	"Tax payments (number)"	"Time required to build a warehouse (days)"	"Time required to enforce a contract (days)"	"Time required to get electricity (days)"	"Time required to register property (days)"	"Time required to start a business (days)"	"Time to export (days)"	"Time to import (days)"	"Time to prepare and pay taxes (hours)"	"Total tax rate (% of commercial profits)"	"Tuberculosis case detection rate (%, all forms)"	"Urban population"	"Urban population (% of total)"	"Urban population growth (annual %)"
"Ethiopia"	"ETH"	60.1198	83.5681661449944	6.33930357348242	77.228862571512	3	90.1	2380	2960	0	5.47	49.24	8	11	148	471285	820000	0.849687829354416	2.15779881173104	1.2e+09	55612228233.5179	10.2791870240632	573.565960346077	7.5490612958647	77	70	26.8	26.7	26.9	55.4	46.7	92.7	207	2.9	74.099998474121	78.9000015258789	76.5	81	78.3000030517578	90.099998474121	89.1999969482422	85.5	83.6999969482422	47.3117113544329	47012009	1e+06	1.70857784533934	59	378	4856887923.55053	2596654996	12.7567447515477	54.458069294234	18756619364.3451	16697435269	34.7078332467507	32.5559551379926	30490000	31.5938803866051	42.9	28.5	61.8	12000	3.45337849509005	96.958732	2.50680865992637	42.0709451934664	54.4756763114435	50.0889388693738	96958732	0	10	7	27.8	0.2	87.7802754827345	659524	86861	78509424	80.972	1.96733844135428	22	0.226900657075425	11	3	1104300	30	129	530	95	52	19	44	44	306	31.8	60	18449308	19.028	4.83558736311604
"Europe & Central Asia (all income levels)"	"ECS"	18.041856246032	49.4255411525848	22.9439306612411	26.2584985210459	6.20408163265306	4.34897959183674	1663.29591836735	1822.21428571429	6.16326530612245	6.27725475384798	72.6261224489796	5.44897959183673	6.16326530612245	41.3061224489796	213852804	303895206	33.8812365036706	1.77318085446129	410388244096.864	23182545677138.9	1.43066750495247	25669.663397159	0.950692135038381	95.4767306309969	94.3653047046316	93.0121515450214	89.091011925548	94.6360807019034	98.4851507709662	96.0434252337383	99.4214903422058	37	69.2034365478165	36.9151614688487	47.0242265219217	42.0944487010472	62.7024023906893	50.8147179575026	77.7704820658933	67.3020998340225	70.133462491808	58.6847000196367	45.2351856043942	435652939	27440686	0.0301309967881746	3300	17	7474622179149.95	7189205636296.6	1.30835804451333	81.6632761770966	7110955834309.17	6984838818562.1	0.803937464915709	78.5640164499334	1130627489	126.053509881167	10.0556824677897	6.18033100639204	11.688446540893	1900	15.3777193023305	32.9108312379654	0.475455254206736	17.5992431828845	67.023037514785	51.6185981017958	903110622	45.8061224489796	14.4081632653061	5.02040816326531	25.3484317681585	17.0183673469388	76.1590393215132	3086604	550506	264414333	29.337402410162	-0.102369119577332	477925	530.402198440841	5.08979591836735	5.61224489795918	28460411	16.2857142857143	168	522.326530612245	102.616326530612	23.3469387755102	11.7489795918367	17.5938775510204	18.3142857142857	203.142857142857	38.9061224489796	81	636873140	70.6632117213107	0.717895056566718
"Europe & Central Asia (developing only)"	"ECA"	27.7778473730338	47.5267548985608	14.729120610169	32.6464252099983	6.78947368421053	5.17368421052632	2488.47368421053	2853	6.42105263157895	7.75469403304288	68.1747368421053	7.42105263157895	8.57894736842105	59.2631578947368	28969550	51460474	19.8416706332292	2.45035877765921	44528556643.6533	1817225993582.48	2.25346071311776	6874.29918325205	1.50521422666475	93.6441247719744	93.8101415026083	93.4788609773437	89.0251632677951	96.4501884425924	96.5760618561512	93.1925267257846	98.5418502633757	62	48.1822381677585	31.681877442763	48.7012761825569	40.3582789659338	51.972006533715	46.1365925500018	75.2913335273688	69.6149036915663	63.3856412366898	57.32527043008	42.1320860299932	117157280	6246356	0.0541437211742742	1800	25	524188394444.827	476529425533.7	3.99997817620641	63.3484111352895	602796110732.556	611927377071	4.05925832375432	66.3712954853744	292322190	112.710983050103	18.5	11	21.3	1100	9.99427759621304	42.3187344749483	0.737150787921252	22.1518603504019	67.8538620533851	51.5343541267066	264350728	28.0263157894737	17.0526315789474	5.63157894736842	18.6102242936207	20.9	67.8871736763352	1671134	431682	105231438	40.0839553869424	0.210032520344242	12278	46.7707084720868	5.15789473684211	6	6385618	22.8421052631579	159	448.263157894737	124.473684210526	22.3684210526316	12.8157894736842	27.2631578947368	30.6315789473684	258.973684210526	34.2842105263158	80	157296141	59.917536178122	1.09829961342737
"Fiji"	"FJI"	44.4298	52.5169730942476	8.60061870498646	43.9163543892611	2	22.5	790	753	5	10.88	62.52	8	9	86	12427	74744	8.42635004345978	6.15447455858218	278909582.2185	4531817940.97388	6.94457631346839	5112.32211740524	6.22517814261023	99	94	91.1	88.4	93.4	95.7	91.2	99.5	67	41.8	31.7999992370605	50.5	41.4000015258789	39.5	37.5	74.4000015258789	72	57.2999992370605	55	33.6806265680765	347161	18270	0.0842459091128989	1200	31	1.22e+09	1415521658	28.7262313945622	42.8760461183851	3.03e+09	2420355912	1.7783782468728	74.79880865264	876176	98.7767001455424	19.4	9.8	22.9	6	5.63912234192565	48.5194307608101	0.674955885556658	28.7944046477523	65.5664730103221	49.1090304021659	886450	78.9	15	4	14	0	52.0833333333333	13	924	413493	46.646	-0.132200185289404	37	41.7395228157256	11	5	18270	39	141	397	81	69	58	19	22	195	31.1	64	472957	53.354	1.38600734397634
"Finland"	"FIN"	6.6682	56.5714731129364	31.0138179383881	25.5576551745483	6	1.1	615	625	6	5.77	80.95	4	5	10	1758500	638800	11.7351033719684	5.44138995770473	14812365402.5872	272216575502.251	-0.404700297243537	49823.701368522	-0.853568526131752	98	97	97.6	88	99.4	100	100	100	5.6	92.38	53.2000007629395	54.7999992370605	54	73.6999969482422	55.4000015258789	77.8000030517578	63.7000007629395	75.8000030517578	59.4000015258789	47.7405737099737	2715623	303890	0.00467072159288606	21400	3	74074768700	73139528800	0.455494184151758	85.3058079860093	76505923700	76348178400	0.000747103613935077	90.9988923848378	7602600	139.663896204958	2	1.3	2.4	2	19.8080902829738	17.9788607719899	0.451710860588948	16.3233120303085	63.8685976867178	50.8056886741148	5463596	19.6	15	3	42.5	0	86.9701740382246	11798	7	869477	15.914	-0.386725561081632	9787	1791.31107058428	3	7	338420	8	64	375	42	32	14	9	7	93	40.1	82	4594119	84.086	0.611186428737516
"France"	"FRA"	9.0482	59.1737305438597	29.7162861750856	29.457444368774	9	0.9	1335	1445	6	5.16	75.54	2	2	27	25970000	38805000	60.0312998138542	0.281230618471468	7956554269.50849	2829192039171.84	0.179566376852165	42732.5665028093	-0.246276291348423	99	90	98.7	98.9	98.6	100	100	100	8.7	83.75	34.5999984741211	41.5999984741211	38.2000007629395	66.8000030517578	50.5999984741211	75.4000015258789	61.4000015258789	71	55.7000007629395	47.1369779233597	30052580	547557	0.0167930237861025	6000	9	583183070100	5.69654e+11	0.693234015735868	81.0045317332978	679198547700	6.63691e+11	0.181644078343687	83.3487342453039	64875000	100.361566175075	3.6	2.3	4.4	68	18.6690889318142	120.913311308229	0.425985399405988	18.5064735716549	62.824437496531	51.3296255348987	66206930	0	9	8	26.2	44.5	82.4104189196057	252264	92	13712117	20.711	-0.697519231708011	45249	683.448092216328	5	4	549087	8	183	395	71	49	4.5	10	11	137	68.9	81	52494813	79.289	0.72154602103291
"Gabon"	"GAB"	102.2	73.7524309977566	8.95770552934236	64.7947254684143	7	12.9	2145	2275	2	10.71	46.59	6	8	156	10800	17200	1.00508737832307	5.35138628395918	972866923.5359	18179717776.1597	4.31487712607701	10772.0617537637	2.00800853002822	70	61	41.8	31.5	43.4	93.2	66.7	97.2	444	9.81	24	27.5	25.7999992370605	58	56.5	67.4000015258789	65.599998474121	62.7999992370605	61	45.7689525429347	645573	257670	1.21265886368711	82	295	8.962e+09	9261522071	13.2501122716394	58.6434214028748	3.109e+09	4872067963	1.44319375296057	53.821438429859	3600000	210.367125695526	37	23.8	52.3	150	5.15544184211041	6.54974579889005	2.23626644664236	37.2914065698746	57.553151588015	49.4488565024149	1687673	0	11	6	15	50.8	86.1280507838563	1013	172	220748	13.08	0.253096942368295	18	10.6655732478981	7	6	267670	26	194	1070	148	103	50	20	22	488	40.6	75	1466925	86.92	2.53813477626378
"Georgia"	"GEO"	41.1308	45.6208194351628	20.5561014059662	25.0647180291966	9	3.4	1355	1595	8	2.55	76.84	4	4	24	525355	1097364	25.3852442444114	9.96580082577104	1647343207.83	16529963187.4044	4.76644243509141	3669.98139193278	4.37334439615952	91	92	86.9	77.2	95.3	99.6	99.1	100	106	48.9	25.5	41.9000015258789	33.9000015258789	61.2000007629395	56.7999992370605	79.3000030517578	75.5	69.8000030517578	65.4000015258789	46.3575298083662	2438661	69490	0.0694911320630006	1400	37	2.861e+09	2861694590	0.110837403032702	36.7717151984534	8.596e+09	8585735494	0.0339345485675225	41.6923519198708	5400766	124.935540091449	11.3	7.6	12.6	20	14.1161809806448	78.8008677700409	0.375919386560632	17.2123147417922	68.671504277563	52.331010361423	4504100	56.8	7	1	12	0	75.2317870689543	442	6732	2095848	46.532	0.0347891074948868	167	37.0773295441931	2	9	69700	5	53	285	71	1	2	9	10	362	16.4	75	2408252	53.468	0.673747474250912
"Germany"	"DEU"	6.9604	51.6243227521065	31.9476708625754	19.676651889531	5	8.8	1015	1050	8	7.93	79.64	4	4	15	29572818	47021000	56.8901591748445	0.216882113071117	8389631763.32415	3868291231823.77	1.59977039232734	47821.9174641231	1.29342429713628	96	97	99.2	99	99.3	100	100	100	6.2	86.19	47.9000015258789	52.9000015258789	50.5	72	53.7000007629395	82.6999969482422	66.4000015258789	77.4000015258789	59.9000015258789	45.9145892573355	42164977	348540	0.00856142034325164	11700	6	1510934269750	1.41863e+12	0.446007034956261	82.6238212571284	1217385322800	1.2028e+12	0.00147616395078151	82.8309327818424	99529006	120.418982876886	3.2	2.2	3.8	43	21.070280975949	232.080980662191	0.301977923369119	12.9772400362462	65.9524789878048	50.8861501851134	80889505	100	8	5	36.5	1.3	80.8734932664276	216973	176	20146340	24.906	-0.513764084156395	114865	1420.02352468346	9	6	357170	9	96	429	28	40	14.5	9	7	218	48.8	87	60743165	75.094	0.574006609398817
"Ghana"	"GHA"	67.5004	73.4339848692489	5.94311834154557	67.4908665277033	7	19.2	875	1360	6	3.8	57.65	6	7	112	70170	260407	0.984816757530337	8.70971294001688	3363389444.44444	38616536131.648	3.98586562415207	1441.63645311166	1.5706104255667	98	92	14.8	8.6	20.2	87.6	82.2	92.3	165	18.9	38.0999984741211	38.7999992370605	38.4000015258789	69	67.5	72.3000030517578	71.599998474121	70.599998474121	69.5	49.7109858103679	11372106	227540	1.37308701552827	73	322	1.2548e+10	9996687093	7.03831878262832	52.0510955130821	14682365987.916	18068485751	0.781737648493107	36.088532830186	30360771	114.819478940048	44.2	29	64	2800	3.42673227858199	117.722589434825	2.35007566114568	38.9144414680804	57.6588262533376	50.3122008998679	26786598	14.1	15	5	10.9	0	94.2737450258424	18450	22147	12484698	46.608	0.950290792193316	99	3.69587806559086	8	7	238540	33	216	710	79	46	14	19	41	224	32.7	33	14301900	53.392	3.588229422939
"Greece"	"GRC"	7.6694	55.0559660889452	32.358548048538	22.6974180404072	7	2.2	1040	1135	7	4.81	68.3	4	6	58	3156071	5219341	46.9010740444003	0.71426343163239	1682619472.11922	235574074998.314	0.653982658187189	21498.4180130496	1.29522381515798	99	97	99	98.1	99.2	100	100	100	4.8	63.21	28	32.5999984741211	30.3999996185303	58.7000007629395	44.0999984741211	77.599998474121	62.5	68.3000030517578	53.0999984741211	42.8335635608005	4966827	128900	0.00427511718286658	23400	3	35966613350	35181949400	8.57373070975993	51.9847635276287	63399075550	62920976500	0.161819961583082	64.8926313150909	12793423	114.961884920785	3.7	3	4.6	3	20.8689440754957	85.0096198603569	-0.635054054668695	14.6382114645175	64.4928444599868	51.1616315829327	10957740	82.5	18	10	21	0	70.5599975585937	7304	113	2445987	22.322	-2.12466322211339	1615	147.384405908518	5	3	131960	8	124	1580	51	20	13	15	14	193	50.7	92	8511753	77.678	-0.202854514690513
"Guatemala"	"GTM"	81.404	72.0697183719774	8.19578834884886	63.8739300231285	3	25.8	1355	1445	7	10.84	63.41	8	6	81	381510	1718298	10.8343567860051	2.04781581313883	1204670350	58827085046.9465	4.24977352466523	3673.13584251267	2.13619490428472	73	67	63.7	49.3	77.5	92.7	86.8	98.4	57	23.4	43.0999984741211	79.8000030517578	61.4000015258789	51.5	49.5	90.099998474121	88.1999969482422	69.9000015258789	67.8000030517578	38.1652216756272	6827724	107160	0.330562969322578	300	93	10833900000	10671570300	0.0231390501171135	55.1722261530714	1.8276e+10	18260588900	0.00562687219797167	57.270230205993	16911811	106.633770318935	25.1	13.8	30.1	400	4.76306256928447	149.454031354983	2.04825214531038	37.1209592410949	58.1159781896206	51.1018767201311	16015494	8.7	11	6	13.3	19.2	56.1224509214527	164	7483	7829174	48.885	1.12382944271429	281	17.5455093673664	6	9	108890	8	158	1402	39	24	18.5	17	16	256	39.9	34	8186320	51.115	2.9404118322831
"Guinea"	"GIN"	141.6722	84.5125672840721	5.64959989923266	78.8629673848394	7	82.6	915	1480	0	4.37	42.83	7	8	171	900	0	0	8.54459825405708	5.66e+08	6624068015.50039	0.39999860108793	539.615774988756	-2.27286586679472	51	52	20	11.8	34.1	76.7	67.4	92.7	177	1.72	52.2000007629395	57	54.5999984741211	67.3000030517578	65.6999969482422	79.5	78.4000015258789	73.4000015258789	72	45.7059492809953	5060746	245720	3.56012595809203	28	688	1428312893.03589	2491413830	17.8459822711765	54.1422293652235	2115343766.15442	6610627764	43.4196839574587	20.4978500676943	8683500	72.098750753286	62.8	31.8	97	3100	3.061905203744	49.9573783167833	2.69829437337075	42.7412444288543	54.1968503674018	49.8734759004644	12275527	0	27	6	21.9	0	83.8010148846176	8766	15243	7772864	63.32	1.95720773460562	4	0.325851590730076	6	6	245860	57	173	311	69	44	8	36	31	440	68.3	54	4502663	36.68	3.99068625912595
"Guinea-Bissau"	"GNB"	91.3858	78.9744109691983	5.63360261307712	73.3408083561212	7	50.1	1448	2006	0	3.79	38.87	6	6	181	1395	5000	0.286401977777498	2.09900548955641	21459644.226	1022371991.53467	2.54028629573099	567.822610297551	0.0700542462665794	80	69	20.7	8.5	33.5	77.4	59.1	96.7	369	3.32	54	57	55.5	69.8000030517578	68.3000030517578	79.599998474121	78.5	74.6999969482422	73.4000015258789	47.0978800434863	780016	28120	2.67563512029059	37	553	162211907.001203	273500250	70.4497811969811	2.21372105014048	162211907.001203	456692674.5	29.1226680289511	51.5948893899085	1108297	63.4836905529735	62.4	40.6	96.2	370	3.14771401261751	64.0296230440967	2.4385275205738	40.9783767181909	55.8739092691916	50.3608138347238	1800513	0	11	8	13.7	1	87.0063733143411	8684	1307	926364	51.45	0.889884599732939	2	1.11079453466873	9	6	36130	46	116	1715	455	51	9	25	22	208	45.5	34	874149	48.55	4.1062781470947
"Haiti"	"HTI"	39.675	63.224490029083	7.47472551666384	55.7497645124191	2	246.7	1200	1555	0	6.7	39.51	8	9	179	0	41000	0.391916614673989	1.13622786509572	9.9e+07	8713041022.95188	2.74985018975964	824.159773204545	1.38160537036742	48	53	27.4	19.2	33.6	57.5	47.6	64.9	200	11.4	33	39	36	63.2000007629395	61.0999984741211	72	71.099998474121	67.5	66	47.4654259521821	4594342	27560	1.14671242779009	87	367	9.45e+08	986891687.4	0.22947024184366	93.0568341798486	3.54e+09	5214047404	8.93795019239879	37.2035686115164	6769312	64.7074595783417	53.5	26	71	970	4.57941422597308	383.600471698113	1.34057272710327	34.1552695324616	61.2653162415654	50.5434860233546	10572029	0	12	5	4.2	1.1	85.9353020891558	3	37161	4499878	42.564	-1.5949672022439	18	1.70260599928358	12	2	27750	47	80	530	60	312	97	28	26	184	40.3	75	6072151	57.436	3.57298712153908
"High income"	"HIC"	19.801265055168	50.4925564817246	24.0888283208462	26.0209386263392	6.05666666666667	7.17666666666667	1089.31333333333	1206.09666666667	5.7	7.29669448245158	71.2036666666667	4.53333333333333	5.4	48.9666666666667	390805992	557620043	39.9046874873893	1.6786643133094	899574629247.12	52812577414531.5	1.72754659813086	37755.8191701677	1.12921205659229	95.0337186305346	94.0007442362963	96.2964804908301	92.8329875167159	97.1378502429656	99.043845753395	97.3926451997141	99.4499976102664	21	80.6075498546686	41.7025197644543	47.7376362859641	44.8639907285342	64.6148465240237	52.536402021312	79.5441672115087	69.2342070065925	72.144986118917	60.7004011614868	44.2076046237618	689584911	55096492.7	0.0309083561691676	3200	18	13316388412865.3	12810773837692.9	1.49487219493726	70.4027694119107	13199313486962.4	12922933448453	0.535092247463072	68.3972195585548	1722706367	123.310204825582	6	3.8	7	2800	16.0474755521057	25.3880236554513	0.591653518672459	17.3346071946581	66.6179172532362	50.6828374916001	1398793049	53.455	13.1133333333333	5.17333333333333	25.4796949650864	12.1766666666667	76.3106710760612	1892020	137900	266077629	19.3459013540455	-0.436210629627098	1297684	927.982652538788	6.32333333333333	5.2	57725275.7	15.8766666666667	167.585	570.45	80.525	36.6116666666667	17.6083333333333	12.585	13.1133333333333	180.316666666667	39.2016666666667	85	1109291890	80.6541304587007	0.849568962127179
"High income: nonOECD"	"NOC"	37.248951534979	44.7240522496008	15.0381113732743	29.1657937329971	5.64285714285714	11.325	1106.625	1336.05357142857	4.82142857142857	8.37936498742386	64.5842857142857	5.32142857142857	6.60714285714286	76.7142857142857	54712808	91213051	28.0973153591281	4.60426369108372	275139787090.564	6111980956657.77	1.81660566126749	18590.6336964455	1.00233216989602	93.4984039082764	95.635154937518	84.8240897580964	70.5193000029152	88.3946699827674	96.9301098312472	91.6167407383183	98.2577080034888	52	69.899326346869	30.6168725824644	45.9936621675197	38.7826675932612	59.6863484995191	51.3296094315714	80.934435629223	75.0419235944358	70.6119910796127	63.1133529923413	41.0879688688266	153174825	23468657.7	0.0809276258913121	1200	38	3178546211173.41	2871866631825.94	3.11551759259687	51.6126794045048	2459338128547.3	2292524506671	0.485073550790708	57.2368186886778	492139777	151.752724253874	10.5128280917312	6.44023357186236	12.2536253804757	1700	10.428365923634	14.0086705086674	0.806192761966898	20.2253841613695	69.3462499149964	50.1860552487624	328766682	37.7	13.9642857142857	5.75	19.436314699793	12.6678571428571	68.800799540608	260279	124979	59268471	19.4104478068007	0.109078977442906	44139	134.420066126608	8.05	4.32142857142857	24276156.7	20.6428571428571	185.339285714286	600.964285714286	81.7571428571429	52.625	27.4178571428571	14.7535714285714	16.8	182.785714285714	36.3107142857143	85	246074681	80.5896950689089	1.03320302500146
"High income: OECD"	"OEC"	14.5306387799422	52.1350139018536	26.8030161278547	25.0778390426549	6.41875	3.546875	1074.165625	1092.384375	6.46875	7.00214222504369	76.995625	3.84375	4.34375	24.6875	336093184	466406992	43.4778109722408	1.33211647155633	624434842156.556	46711200072078.8	1.71897252019122	43654.2514396552	1.18681145772268	95.6225415976954	93.3739160396403	99.486721110295	99.1995683996303	99.5539598893436	99.6510482442837	99.106050376675	99.7734583305788	12	83.8455755786269	45.2128692116297	48.3022792408797	46.8118684361978	66.0533146275809	52.8597224948697	79.1173669226331	67.6335057005571	72.6040545130871	60.0448693651766	45.0984336168906	536410086	31627835	0.0158908950566781	6300	10	10164269829764.8	9938907205867	1.02658354477123	75.8322025863567	10768581111931.7	10630408941782	0.545879140849876	70.8040406543928	1230566590	114.711705670088	4.2111786074409	2.79147933996927	5.00949480977937	1100	17.6473960743801	33.8317930076466	0.52591939087921	16.5115206738106	65.8410832518093	50.8242855426206	1070026367	67.240625	12.36875	4.66875	27.2030109812256	11.746875	78.4551558249202	1631741	12921	206809158	19.3274823524746	-0.591389189247209	1253545	1171.50851479906	4.8125	5.96875	33449119	11.70625	152.05	543.75	79.446875	22.6	9.025	10.6875	9.8875	178.15625	41.73125	84	863217209	80.6725176475254	0.797343168588256
"Honduras"	"HND"	65.6586	59.4009710195705	7.54890635166925	51.8520646679013	0	39	1450	1630	8	11.69	56.95	5	6	115	114483	532583	6.44715146290003	6.67549487968251	1294065691.43779	19385314718.4098	3.08521496129973	2434.82716190676	1.62703528136325	85	88	82.6	77.7	86.7	90.6	82.8	97.2	43	19.08	31.6000003814697	66.4000015258789	49.2000007629395	45	43.0999984741211	84.6999969482422	82.9000015258789	64.6999969482422	62.7999992370605	34.6357333206857	3373490	111890	0.352049033805421	280	132	7.93e+09	5366200385	0.0224216694263473	68.8733610249286	1.127e+10	10208545619	0.0107161406910309	59.6250636690709	7725092	93.5156364150515	18	11.4	21.1	220	4.7357969674742	71.1563142371973	1.42463808660857	32.5293279810291	62.7348750514967	50.0171571829061	7961680	36.1	15	6	25.8	21.8	51.9903470214854	26	4159	3651465	45.863	0.124877163504624	91	11.4297484952925	12	9	112490	48	82	920	39	22	14	12	16	224	41.8	82	4310215	54.137	2.53912498161389
"Hungary"	"HUN"	18.2126	47.2240145204522	25.8143494863112	21.4096650341409	2	8.3	885	845	5	5.94	72.45	6	6	40	2716392	3011253	30.3151168312482	8.96267851095454	12399567255.0882	138346669914.947	3.67222001972591	14028.7220956269	4.00241153576985	99	99	98	98.6	97.8	100	100	100	12	76.13	24.3999996185303	29.2000007629395	26.8999996185303	58.5999984741211	44.9000015258789	70.599998474121	60	64.599998474121	52	45.8191685070102	4382334	90530	0.0225885039070891	4400	16	110739907350	1.07905e+11	0.04285260182568	82.7934828784579	104458626500	1.03093e+11	0.013709466210121	84.7212803973112	11726491	118.053828318504	5.3	3.6	6.1	15	17.5340612404622	108.932652159505	-0.317989531802519	14.5422335113666	67.9237052481713	52.4242886929018	9861673	74.6	23	4	10.1	0	74.8333358764648	2867	1267	2882468	29.229	-1.89637511873779	2966	300.760327380557	4	10	93030	11	179	395	252	16.5	5	17	19	277	48	67	6979205	70.771	0.34123639507059
"Iceland"	"ISL"	6.48	50.9487604829048	20.1257948576168	30.822965625288	7	2.4	1530	1620	7	3.2	78.89	4	4	18	119647	171535	51.4911372266499	4.37892481212631	745997899.648853	17036097481.8066	1.82666045354701	52004.4857483205	0.637710347667934	90	90	98.8	100	98.7	100	100	100	3.3	98.16	74.3000030517578	69.9000015258789	72	82.3000030517578	70.3000030517578	86.8000030517578	77.4000015258789	84.599998474121	73.9000015258789	47.6276245101347	192655	100250	0.00697920225294965	14300	4	5021856930.50866	5052575979	0.0355894252845853	94.5246295291216	5367050037.04541	5374676769	5.0853629411388e-06	81.3052296023015	370047	111.080192714665	1.6	1	2.1	0	13.3329056147233	3.26772069825436	1.17449185595701	20.419591956446	66.2475024288307	49.8784057094324	327589	100	17	3	39.7	0	90.8268755372735	99	1	19518	5.958	-0.490648025085912	1053	3214.39364569628	5	5	103000	21	84	417	22	3.5	4	10	9	140	29.7	74	308071	94.042	1.28092751218466
"India"	"IND"	25.6746	53.1419395053515	8.40489595222426	44.7370435531272	7	15.3	1332	1462	7	9.11	52.67	7	10	134	15745536	27000105	2.13035076612075	1.6534596106246	33871408468.3755	2048517438873.54	7.28625323936163	1581.51070308774	5.97817993739658	83	83	39.5	28.5	62.6	94.1	92.6	97.1	167	18	17.6000003814697	51.2000007629395	35.2000007629395	28.6000003814697	27	82.5	79.9000015258789	56.5	54.2000007629395	24.1718469494304	496960163	2973190	0.477453265886423	210	181	317379980000	3.17733e+11	1.15334490814615	61.2331524950194	460411720000	4.60512e+11	1.5179207136839	57.9723056823709	944008677	74.4837699065089	39.3	28.6	49.8	47000	5.48830449671205	435.657170581093	1.22673029572789	29.2127967672526	65.2988987360354	48.1609277364054	1295291543	22.4	33.6	7	11.4	0	33.792239655033	199937	10433	876057482	67.634	0.678218163733164	7173	5.53774942696434	13.9	6	3287260	33	191.5	1420	105.7	47	34	17.1	21.1	243	60.6	74	419234061	32.366	2.38274066753601
